1521091653.123341,0
1521091653.157289,0
1521091653.178004,0
1521091653.197422,0
1521091653.215765,0
1521091653.235639,0
1521091653.255709,0
1521091653.274553,0
1521091653.293413,0
1521091653.312053,0
1521091653.330359,0
1521091653.350093,0
1521091653.369087,0
1521091653.387257,0
1521091653.406549,0
1521091653.424779,0
1521091653.443609,0
1521091653.463859,0
1521091653.482964,0
1521091653.501722,0
1521091653.522593,0
1521091653.541844,0
1521091653.561163,0
1521091653.580074,0
1521091653.599205,0
1521091653.618249,0
1521091653.637233,0
1521091653.659574,0
1521091653.707365,0
1521091653.726707,0
1521091653.746560,0
1521091653.766231,0
1521091653.784542,0
1521091653.838262,0
1521091653.860330,0
1521091653.880676,0
1521091653.900444,0
1521091653.918979,0
1521091653.939298,0
1521091653.958162,0
1521091653.977972,0
1521091653.997382,0
1521091654.018549,0
1521091654.038422,0
1521091654.057687,0
1521091654.079709,0
1521091654.103458,0
1521091654.125932,0
1521091654.146661,0
1521091654.166524,0
1521091654.185802,0
1521091654.205027,0
1521091654.223252,0
1521091654.241105,0
1521091654.260595,0
1521091654.283084,0
1521091654.302077,0
1521091654.320492,0
1521091654.339202,0
1521091654.357974,0
1521091654.378167,0
1521091654.397366,0
1521091654.415818,0
1521091654.434775,0
1521091654.454382,0
1521091654.474379,0
1521091654.494291,0
1521091654.514127,0
1521091654.532755,0
1521091654.555088,0
1521091654.576084,0
1521091654.598021,0
1521091654.623127,0
1521091654.646324,0
1521091654.666925,0
1521091654.685818,0
1521091654.706077,0
1521091654.734701,0
1521091654.754240,0
1521091654.773591,0
1521091654.794529,0
1521091654.816594,0
1521091654.835244,0
1521091654.856160,0
1521091654.876648,0
1521091654.896931,0
1521091654.916985,0
1521091654.938513,0
1521091654.957528,0
1521091654.978626,0
1521091654.998663,0
1521091655.019690,0
1521091655.039109,0
1521091655.058737,0
1521091655.078495,0
1521091655.097796,0
1521091655.119142,0
1521091655.141300,0
1521091655.160275,0
1521091655.180995,0
1521091655.200636,0
1521091655.219750,0
1521091655.239032,0
1521091655.259188,0
1521091655.279628,0
1521091655.301487,0
1521091655.325687,0
1521091655.345865,0
1521091655.369234,0
1521091655.387541,0
1521091655.409900,0
1521091655.432999,0
1521091655.452244,0
1521091655.471080,0
1521091655.489920,0
1521091655.511457,0
1521091655.531828,0
1521091655.550732,0
1521091655.570511,0
1521091655.591764,0
1521091655.653493,0
1521091655.687362,0
1521091655.718269,0
1521091655.738909,0
1521091655.758510,0
1521091655.779390,0
1521091655.800172,0
1521091655.819272,0
1521091655.839735,0
1521091655.859704,0
1521091655.879031,0
1521091655.898764,0
1521091655.918332,0
1521091655.938276,0
1521091655.962289,0
1521091655.983499,0
1521091656.005791,0
1521091656.027425,0
1521091656.065835,0
1521091656.086431,0
1521091656.107347,0
1521091656.128403,0
1521091656.150552,0
1521091656.170443,0
1521091656.190061,0
1521091656.216918,0
1521091656.240254,0
1521091656.263509,0
1521091656.284365,0
1521091656.306052,0
1521091656.326897,0
1521091656.347620,0
1521091656.368679,0
1521091656.390543,0
1521091656.411342,0
1521091656.431059,0
1521091656.451900,0
1521091656.474641,0
1521091656.515893,0
1521091656.538316,0
1521091656.557782,0
1521091656.579667,0
1521091656.601999,0
1521091656.622327,0
1521091656.644247,0
1521091656.664864,0
1521091656.686054,0
1521091656.706293,0
1521091656.726761,0
1521091656.746461,0
1521091656.767402,0
1521091656.787682,0
1521091656.808842,0
1521091656.828945,0
1521091656.850351,0
1521091656.871332,0
1521091656.891162,0
1521091656.912889,0
1521091656.934570,0
1521091656.954161,0
1521091656.974029,0
1521091656.993451,0
1521091657.016970,0
1521091657.036574,0
1521091657.058118,0
1521091657.078005,0
1521091657.099767,0
1521091657.119951,0
1521091657.141419,0
1521091657.163178,0
1521091657.184778,0
1521091657.204987,0
1521091657.224979,0
1521091657.246441,0
1521091657.266729,0
1521091657.321398,0
1521091657.342804,0
1521091657.362355,0
1521091657.385079,0
1521091657.404741,0
1521091657.429213,0
1521091657.451422,0
1521091657.471999,0
1521091657.492480,0
1521091657.513709,0
1521091657.534132,0
1521091657.554546,0
1521091657.584273,0
1521091657.607830,0
1521091657.630065,0
1521091657.651130,0
1521091657.675204,0
1521091657.695679,0
1521091657.716898,0
1521091657.737942,0
1521091657.758668,0
1521091657.781524,0
1521091657.802000,0
1521091657.830193,0
1521091657.855137,0
1521091657.875232,0
1521091657.897237,0
1521091657.919786,0
1521091657.940978,0
1521091657.961511,0
1521091657.983406,0
1521091658.003613,0
1521091658.023600,0
1521091658.044505,0
1521091658.065320,0
1521091658.086900,0
1521091658.107255,0
1521091658.127552,0
1521091658.148281,0
1521091658.172047,0
1521091658.192721,0
1521091658.213734,0
1521091658.235860,0
1521091658.256395,0
1521091658.277361,0
1521091658.299054,0
1521091658.318973,0
1521091658.341462,0
1521091658.366275,0
1521091658.387549,0
1521091658.408514,0
1521091658.430711,0
1521091658.453315,0
1521091658.475533,0
1521091658.496129,0
1521091658.516659,0
1521091658.538537,0
1521091658.559322,0
1521091658.581737,0
1521091658.602905,0
1521091658.623868,0
1521091658.645884,0
1521091658.667456,0
1521091658.688556,0
1521091658.709731,0
1521091658.731547,0
1521091658.752198,0
1521091658.772194,0
1521091658.792739,0
1521091658.814146,0
1521091658.835788,0
1521091658.857862,0
1521091658.879327,0
1521091658.901436,0
1521091658.930491,0
1521091658.954842,0
1521091658.976076,0
1521091659.000688,0
1521091659.023660,0
1521091659.044809,0
1521091659.067453,0
1521091659.096576,0
1521091659.122231,0
1521091659.143625,0
1521091659.165634,0
1521091659.188500,0
1521091659.209272,0
1521091659.230410,0
1521091659.251432,0
1521091659.275548,0
1521091659.297431,0
1521091659.319490,0
1521091659.343599,0
1521091659.366871,0
1521091659.388172,0
1521091659.409498,0
1521091659.431460,0
1521091659.452867,0
1521091659.473834,0
1521091659.494495,0
1521091659.516246,0
1521091659.537051,0
1521091659.558585,0
1521091659.580310,0
1521091659.602930,0
1521091659.624408,0
1521091659.647296,0
1521091659.668386,0
1521091659.689274,0
1521091659.710394,0
1521091659.732854,0
1521091659.754537,0
1521091659.776961,0
1521091659.799490,0
1521091659.822000,0
1521091659.842527,0
1521091659.868341,0
1521091659.889057,0
1521091659.911946,0
1521091659.934186,0
1521091659.955749,0
1521091659.978486,0
1521091660.001215,0
1521091660.021319,0
1521091660.042808,0
1521091660.065838,0
1521091660.087589,0
1521091660.108973,0
1521091660.130506,0
1521091660.154006,0
1521091660.177843,0
1521091660.198395,0
1521091660.221134,0
1521091660.242335,0
1521091660.263472,0
1521091660.287207,0
1521091660.307736,0
1521091660.330292,0
1521091660.351994,0
1521091660.373888,0
1521091660.398868,0
1521091660.426618,0
1521091660.452176,0
1521091660.474799,0
1521091660.497238,0
1521091660.519796,0
1521091660.542162,0
1521091660.567497,0
1521091660.591688,0
1521091660.620385,0
1521091660.641300,0
1521091660.662907,0
1521091660.686731,0
1521091660.708558,0
1521091660.730314,0
1521091660.751980,0
1521091660.773360,0
1521091660.798080,0
1521091660.819285,0
1521091660.842130,0
1521091660.863827,0
1521091660.885328,0
1521091660.907277,0
1521091660.929704,0
1521091660.953385,0
1521091660.975671,0
1521091660.998087,0
1521091661.019988,0
1521091661.041942,0
1521091661.063714,0
1521091661.087184,0
1521091661.111283,0
1521091661.140856,0
1521091661.168701,0
1521091661.191177,0
1521091661.213822,0
1521091661.236683,0
1521091661.258517,0
1521091661.280301,0
1521091661.303540,0
1521091661.325321,0
1521091661.347089,0
1521091661.369934,0
1521091661.392507,0
1521091661.416020,0
1521091661.439824,0
1521091661.463771,0
1521091661.487296,0
1521091661.511062,0
1521091661.534551,0
1521091661.558450,0
1521091661.581446,0
1521091661.605433,0
1521091661.630051,0
1521091661.653830,0
1521091661.678742,0
1521091661.701518,0
1521091661.725926,0
1521091661.751840,0
1521091661.775314,0
1521091661.799432,0
1521091661.822445,0
1521091661.847836,0
1521091661.871906,0
1521091661.893661,0
1521091661.919099,0
1521091661.941822,0
1521091661.967611,0
1521091661.991783,0
1521091662.017753,0
1521091662.039695,0
1521091662.062703,0
1521091662.085271,0
1521091662.108881,0
1521091662.131208,0
1521091662.153748,0
1521091662.176437,0
1521091662.196405,0
1521091662.218615,0
1521091662.241203,0
1521091662.263908,0
1521091662.287345,0
1521091662.307981,0
1521091662.330719,0
1521091662.352354,0
1521091662.374428,0
1521091662.398182,0
1521091662.419588,0
1521091662.441872,0
1521091662.463621,0
1521091662.484197,0
1521091662.508318,0
1521091662.529835,0
1521091662.550999,0
1521091662.574127,0
1521091662.594987,0
1521091662.616092,0
1521091662.639032,0
1521091662.671854,0
1521091662.692460,0
1521091662.713210,0
1521091662.734987,0
1521091662.754651,0
1521091662.775374,0
1521091662.796863,0
